username,register_ts,device_os,lang,country,day_reg
woodwardwendy,2023-06-17 10:34:11,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2023-06-17
xgonzalez,2022-10-02 12:00:31,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-10-02
john64,2023-05-29 19:50:00,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2023-05-29
matthewharrell,2022-09-30 18:05:24,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2022-09-30
timothy84,2023-04-21 16:38:46,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2023-04-21
angela11,2023-04-09 16:56:10,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2023-04-09
banksthomas,2023-06-18 11:50:53,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2023-06-18
wardisabel,2023-06-23 14:10:33,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2023-06-23
pcamacho,2022-06-16 09:25:01,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country2,2022-06-16
boylederek,2022-12-08 19:41:36,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country1,2022-12-08
jensenjoshua,2023-06-14 13:27:06,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country3,2023-06-14
martinlinda,2022-09-02 21:18:55,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country1,2022-09-02
amysimmons,2023-01-25 16:43:03,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2023-01-25
marywilliams,2022-10-17 13:55:13,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2022-10-17
fishermolly,2022-12-11 08:11:38,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country3,2022-12-11
todd53,2023-03-14 14:05:24,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country3,2023-03-14
jimenezmichelle,2023-04-15 17:14:24,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2023-04-15
fobrien,2023-01-24 07:32:10,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country1,2023-01-24
melaniemcintosh,2022-04-08 09:25:53,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country2,2022-04-08
ericasims,2023-06-08 12:19:30,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2023-06-08
danielle99,2022-06-17 00:57:19,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2022-06-17
bishopkayla,2022-09-11 17:02:33,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country1,2022-09-11
ywolfe,2022-10-05 20:21:35,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-10-05
ashah,2022-06-02 15:06:47,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country3,2022-06-02
whale,2022-08-30 12:16:48,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2022-08-30
nelsonsteven,2023-01-05 15:01:51,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country1,2023-01-05
sarahrobinson,2022-09-08 15:44:11,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-09-08
kathy65,2023-06-10 07:00:49,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country3,2023-06-10
npowers,2022-08-31 20:09:51,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country1,2022-08-31
oadams,2023-04-13 11:18:14,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2023-04-13
dyerdouglas,2022-08-29 16:26:40,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-08-29
agonzalez,2022-08-08 21:19:29,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2022-08-08
nicholas04,2022-10-05 20:21:50,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2022-10-05
timothyanderson,2022-08-13 20:13:15,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-08-13
patriciatorres,2022-09-29 21:59:32,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2022-09-29
brennanandrea,2022-07-19 21:08:58,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country2,2022-07-19
moorecassidy,2022-09-12 09:54:32,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2022-09-12
jane53,2022-03-27 21:15:24,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country1,2022-03-27
brittany77,2022-12-22 21:42:51,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-12-22
sarah87,2022-06-17 23:17:56,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country1,2022-06-17
joannamcdaniel,2023-05-29 18:44:30,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2023-05-29
markbarrett,2022-10-29 12:35:02,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2022-10-29
courtney83,2022-10-28 12:36:44,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-10-28
sierratrujillo,2023-03-02 22:34:31,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2023-03-02
bstewart,2023-02-01 15:30:29,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country1,2023-02-01
willismichele,2022-09-01 19:35:20,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2022-09-01
jessica22,2022-12-17 23:19:55,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country1,2022-12-17
derekhayes,2022-06-27 19:07:54,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country3,2022-06-27
rsnyder,2022-08-03 19:59:05,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2022-08-03
jeffery28,2022-04-01 18:37:43,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country2,2022-04-01
roachgary,2023-05-26 21:09:51,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2023-05-26
doylemonica,2023-02-09 08:06:06,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country3,2023-02-09
gomezkimberly,2023-03-29 16:01:38,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2023-03-29
allendavid,2022-08-08 10:29:57,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country1,2022-08-08
jordanrichard,2022-04-28 14:18:20,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country2,2022-04-28
derek02,2022-06-10 13:34:31,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2022-06-10
juan80,2023-02-22 08:48:50,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2023-02-22
williamsrichard,2022-07-18 20:07:37,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-07-18
pbarnes,2022-07-21 07:41:34,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country3,2022-07-21
henryjeffrey,2023-02-09 10:36:41,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2023-02-09
hawkinsmanuel,2023-02-16 14:01:41,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2023-02-16
drakebrandi,2022-07-18 01:24:41,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country2,2022-07-18
robertdaniels,2022-12-15 10:24:47,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang2,country2,2022-12-15
martinezdavid,2022-05-15 16:04:13,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country2,2022-05-15
whitedaniel,2022-08-14 22:40:56,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country1,2022-08-14
clintonguerrero,2022-05-06 19:54:49,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country2,2022-05-06
jillian63,2023-04-27 07:58:02,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2023-04-27
robert60,2023-05-19 10:24:44,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country3,2023-05-19
ricejeremy,2022-05-26 15:21:05,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country2,2022-05-26
mkelly,2023-06-04 07:25:00,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country1,2023-06-04
robert59,2023-03-01 23:31:05,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2023-03-01
nwallace,2022-06-03 13:15:15,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-06-03
ufisher,2022-08-19 13:44:52,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2022-08-19
rileypark,2022-04-29 14:49:33,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country3,2022-04-29
russellmichael,2022-10-06 09:53:11,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country3,2022-10-06
xkirk,2022-07-01 16:22:12,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-07-01
ebell,2022-08-21 02:09:53,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country1,2022-08-21
nmedina,2022-07-24 17:46:03,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country2,2022-07-24
rhodesandre,2022-11-11 03:39:05,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country3,2022-11-11
zbarnes,2022-08-18 01:44:18,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country1,2022-08-18
oanderson,2023-06-24 09:20:12,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2023-06-24
stanleyjulie,2023-03-22 09:58:33,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2023-03-22
rlong,2023-02-14 13:01:52,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country3,2023-02-14
greenjared,2022-05-07 07:07:45,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country3,2022-05-07
smitherin,2022-05-19 20:15:39,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country3,2022-05-19
brandyscott,2023-05-17 15:26:40,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2023-05-17
youngbrenda,2023-01-02 08:08:32,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country3,2023-01-02
jason27,2022-11-05 14:44:28,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-11-05
maryturner,2022-05-10 15:26:23,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country3,2022-05-10
denise56,2023-02-11 10:36:25,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country3,2023-02-11
colemanjason,2022-08-11 09:00:40,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country2,2022-08-11
amandaschwartz,2022-06-25 14:05:11,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country2,2022-06-25
brooke62,2022-07-28 14:32:52,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-07-28
johnsonchelsea,2022-05-27 21:44:10,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-05-27
reevesalexander,2022-04-30 08:04:39,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country2,2022-04-30
hartmanryan,2023-04-14 11:18:02,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2023-04-14
porterandrew,2023-04-04 15:10:45,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2023-04-04
trichmond,2022-12-10 21:48:45,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2022-12-10
michael64,2022-08-30 13:20:27,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2022-08-30
christopher18,2022-06-05 01:19:36,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country3,2022-06-05
zhenry,2023-05-13 19:24:57,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country3,2023-05-13
reillykevin,2022-08-19 21:46:05,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country3,2022-08-19
brandongrant,2023-01-05 18:25:57,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2023-01-05
pattystark,2023-03-01 12:15:05,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country3,2023-03-01
hgarrett,2022-08-28 17:31:51,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country1,2022-08-28
beckermalik,2022-08-23 09:52:38,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2022-08-23
dennis98,2023-01-03 15:41:35,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2023-01-03
melissa20,2022-09-12 15:35:37,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang2,country2,2022-09-12
coxwilliam,2022-06-21 17:52:06,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country2,2022-06-21
vthomas,2022-05-04 20:38:43,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country2,2022-05-04
joshuabryant,2022-07-16 10:59:46,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2022-07-16
tbaker,2022-09-26 00:08:46,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2022-09-26
curtisnunez,2022-09-19 19:00:51,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country3,2022-09-19
carrierichards,2023-06-04 11:29:19,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2023-06-04
cynthiadixon,2022-06-11 20:14:37,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-06-11
anthonybaker,2022-09-13 23:01:59,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2022-09-13
robertsbrenda,2022-06-23 14:20:44,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-06-23
jessicascott,2022-06-30 11:32:32,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country3,2022-06-30
briancooper,2022-06-08 11:50:58,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country2,2022-06-08
sherry03,2023-01-05 14:16:53,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country1,2023-01-05
brewerlucas,2022-04-11 08:45:14,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country1,2022-04-11
karen64,2022-09-10 09:17:59,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2022-09-10
wtownsend,2022-11-04 12:24:10,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country1,2022-11-04
sarahcortez,2022-06-21 06:59:57,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-06-21
smitherik,2023-03-18 07:24:33,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2023-03-18
stokesjoseph,2022-07-03 12:42:33,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-07-03
michaelfuentes,2023-01-31 20:36:25,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2023-01-31
amybenson,2022-04-11 19:39:11,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country2,2022-04-11
petersondarren,2022-05-14 17:53:59,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country2,2022-05-14
nicolejackson,2023-02-22 12:54:03,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2023-02-22
huntjohn,2022-05-04 06:39:56,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-05-04
joanna38,2022-08-09 22:21:40,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-08-09
brookskathleen,2022-12-18 23:40:27,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country3,2022-12-18
porteramanda,2022-08-28 19:12:31,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang2,country2,2022-08-28
ypratt,2023-06-23 09:25:02,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang2,country2,2023-06-23
joshua92,2022-06-22 13:28:48,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country2,2022-06-22
carolflores,2022-07-12 13:00:08,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country3,2022-07-12
apowell,2022-06-29 09:25:53,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-06-29
traviscox,2023-04-02 18:11:08,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2023-04-02
stephanieadams,2023-02-17 05:39:26,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2023-02-17
marywilliams,2022-10-14 09:24:33,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-10-14
imelton,2022-11-01 12:47:38,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-11-01
qlevine,2022-06-11 06:11:50,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country2,2022-06-11
chadfranklin,2022-07-06 13:26:24,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country1,2022-07-06
burnettmary,2022-12-28 08:53:17,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2022-12-28
floydjessica,2023-04-13 17:22:37,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country3,2023-04-13
hamiltonmichael,2022-04-19 12:40:51,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-04-19
glennsuzanne,2022-06-07 15:56:05,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country2,2022-06-07
christine02,2023-03-20 18:19:51,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2023-03-20
melvin79,2023-05-02 12:54:12,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2023-05-02
gregorycox,2022-07-29 14:46:57,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-07-29
jessica40,2023-06-23 15:57:36,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country1,2023-06-23
mayermichael,2022-06-28 20:45:59,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-06-28
jamesmcdonald,2022-06-04 03:51:31,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country2,2022-06-04
jeffery72,2023-06-20 23:53:39,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2023-06-20
johngutierrez,2022-04-13 14:07:54,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-04-13
aray,2022-05-07 17:14:22,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-05-07
edunn,2023-06-18 13:23:16,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2023-06-18
bradleywagner,2022-10-31 07:36:56,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2022-10-31
woodamber,2022-08-07 13:55:43,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country3,2022-08-07
villanuevajoe,2022-04-29 03:50:42,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country2,2022-04-29
mindyhood,2022-12-01 19:49:48,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-12-01
vmckinney,2023-04-26 12:49:06,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2023-04-26
rangeljessica,2022-04-04 17:31:36,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country2,2022-04-04
dvasquez,2022-09-09 11:57:43,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country1,2022-09-09
zsteele,2023-06-20 02:16:12,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country1,2023-06-20
qbest,2022-07-17 13:23:59,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-07-17
michaelaguilar,2022-09-28 22:20:34,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang2,country2,2022-09-28
tom90,2022-07-09 20:23:36,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-07-09
jeffreydavis,2022-10-02 19:50:43,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country3,2022-10-02
angelareese,2022-09-25 10:37:13,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2022-09-25
fullerbrandi,2022-06-27 11:29:39,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country2,2022-06-27
roytodd,2023-03-25 17:50:28,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2023-03-25
virginia24,2023-03-04 07:32:24,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2023-03-04
bradleyjackson,2022-08-13 19:01:40,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country2,2022-08-13
samantha90,2022-07-31 21:18:16,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country2,2022-07-31
rpatterson,2022-10-15 08:47:56,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2022-10-15
ashleyadams,2022-11-16 17:41:32,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-11-16
josephlyons,2022-06-07 12:30:34,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-06-07
teresa57,2022-05-04 19:33:16,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country2,2022-05-04
morganrobles,2022-03-29 08:31:55,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-03-29
slee,2023-04-29 13:14:26,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2023-04-29
angela90,2023-06-13 14:49:25,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2023-06-13
hornrachel,2022-05-09 00:32:46,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country2,2022-05-09
gilbert29,2022-05-09 10:24:48,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country3,2022-05-09
jameslucas,2022-12-19 15:43:36,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-12-19
daguilar,2022-08-05 11:42:47,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country3,2022-08-05
francisco08,2022-06-08 18:28:57,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-06-08
qrobbins,2023-05-15 07:28:06,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2023-05-15
johnstonjennifer,2022-09-09 19:15:53,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2022-09-09
wilsonryan,2022-12-21 23:34:29,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2022-12-21
davisbecky,2022-08-20 18:18:01,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2022-08-20
paul60,2022-08-02 13:09:45,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-08-02
joel71,2022-03-29 11:01:28,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country2,2022-03-29
michaelsanchez,2022-09-25 20:58:19,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2022-09-25
theresamoore,2023-02-14 20:49:47,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2023-02-14
bridgeskaren,2022-11-15 21:01:33,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2022-11-15
jacob38,2023-03-18 14:08:01,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2023-03-18
carsonjoshua,2022-12-05 06:17:01,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang2,country2,2022-12-05
josehernandez,2022-08-20 12:50:59,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country1,2022-08-20
johnsonbonnie,2022-08-28 07:18:28,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country1,2022-08-28
sjones,2023-01-19 12:11:26,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2023-01-19
briana45,2023-03-16 18:00:33,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2023-03-16
estone,2023-02-22 05:29:11,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2023-02-22
burnskayla,2022-06-10 09:46:21,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country2,2022-06-10
carlcarroll,2022-06-22 15:49:40,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-06-22
rachel55,2023-01-22 10:36:22,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2023-01-22
samanthareid,2022-06-11 23:01:56,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-06-11
gonzalezcody,2022-09-12 18:43:53,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country3,2022-09-12
herreratravis,2023-04-23 14:31:07,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2023-04-23
iacevedo,2023-03-10 13:36:45,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2023-03-10
dwallace,2022-10-29 06:42:14,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country3,2022-10-29
obullock,2022-10-25 02:56:21,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2022-10-25
georgechristina,2022-09-01 19:42:31,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2022-09-01
henryangela,2023-03-08 12:33:08,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country3,2023-03-08
peggyjohnson,2023-06-08 14:12:44,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2023-06-08
hpowers,2022-04-28 19:39:15,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country2,2022-04-28
qthomas,2022-04-10 16:54:06,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-04-10
mvelasquez,2022-05-25 15:13:02,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country3,2022-05-25
ijennings,2022-08-19 16:13:16,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-08-19
charlesbanks,2022-03-27 09:27:54,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country2,2022-03-27
clarkejoanna,2022-11-10 18:29:16,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2022-11-10
jeffersonshelby,2022-06-04 16:52:47,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country2,2022-06-04
sarah01,2023-02-09 06:08:48,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2023-02-09
hintoncarlos,2022-11-05 11:22:56,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-11-05
smorales,2022-05-23 20:13:52,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country2,2022-05-23
charles28,2022-04-29 18:39:16,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-04-29
alijohn,2022-10-03 08:04:05,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-10-03
michellepitts,2023-01-25 23:12:10,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2023-01-25
